Name:  Dolomite CaMg(CO3)2
Type:  Mineral
Class:   Carbonates
Subclass:   
Particle Size:  Fine  (0-74 Micrometers)
Sample No.:  dolomite.3
Owner:  JHU
Wavelength Range:  IR
Origin: Donated by Norma Vergo;  sample from Corydon, Indiana. 
Collection Date: N/A
Description: The hand sample was massive, multicrystalline, and pink in color and appeared to be pure dolomite. Microscopic examination confirmed this.
Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: jhu.nicolet.mineral.carbonate.none.fine.dolomi3.ancillary.txt

25.044	 1.899
24.924	 1.892
24.805	 1.825
24.686	 1.780
24.569	 1.816
24.454	 1.862
24.339	 1.823
24.225	 1.801
24.112	 1.817
24.001	 1.814
23.890	 1.769
23.781	 1.780
23.672	 1.804
23.564	 1.762
23.458	 1.807
23.352	 1.911
23.247	 1.889
23.144	 1.782
23.041	 1.784
22.939	 1.796
22.838	 1.784
22.738	 1.775
22.638	 1.713
22.540	 1.657
22.442	 1.572
22.345	 1.469
22.250	 1.396
22.154	 1.299
22.060	 1.199
21.967	 1.077
21.874	 0.989
21.782	 0.933
21.691	 0.789
21.601	 0.655
21.511	 0.578
21.422	 0.506
21.334	 0.396
21.247	 0.354
21.160	 0.335
21.074	 0.273
20.988	 0.245
20.904	 0.252
20.820	 0.267
20.737	 0.240
20.654	 0.198
20.572	 0.208
20.491	 0.228
20.410	 0.194
20.330	 0.201
20.251	 0.231
20.172	 0.249
20.094	 0.278
20.016	 0.299
19.939	 0.310
19.863	 0.305
19.787	 0.334
19.712	 0.341
19.637	 0.354
19.563	 0.421
19.489	 0.441
19.416	 0.435
19.344	 0.513
19.272	 0.600
19.201	 0.611
19.130	 0.626
19.059	 0.676
18.990	 0.726
18.920	 0.785
18.851	 0.814
18.783	 0.833
18.715	 0.887
18.648	 0.926
18.581	 0.986
18.515	 1.029
18.449	 1.068
18.384	 1.136
18.319	 1.162
18.254	 1.211
18.190	 1.264
18.126	 1.318
18.063	 1.363
18.001	 1.425
17.938	 1.501
17.876	 1.569
17.815	 1.629
17.754	 1.676
17.693	 1.723
17.633	 1.782
17.573	 1.866
17.514	 1.928
17.455	 1.979
17.396	 2.026
17.338	 2.074
17.280	 2.128
17.223	 2.204
17.166	 2.272
17.109	 2.306
17.053	 2.342
16.997	 2.388
16.942	 2.418
16.886	 2.490
16.832	 2.584
16.777	 2.667
16.723	 2.753
16.669	 2.865
16.616	 2.958
16.563	 3.035
16.510	 3.115
16.458	 3.203
16.406	 3.296
16.354	 3.403
16.302	 3.467
16.251	 3.514
16.200	 3.578
16.150	 3.654
16.100	 3.681
16.050	 3.679
16.000	 3.669
15.951	 3.674
15.902	 3.686
15.854	 3.667
15.805	 3.627
15.757	 3.570
15.710	 3.528
15.662	 3.509
15.615	 3.485
15.568	 3.471
15.521	 3.471
15.475	 3.501
15.429	 3.554
15.383	 3.597
15.338	 3.634
15.292	 3.703
15.248	 3.796
15.203	 3.876
15.158	 3.893
15.114	 3.947
15.070	 4.028
15.027	 4.088
14.983	 4.138
14.940	 4.189
14.897	 4.242
14.854	 4.278
14.812	 4.314
14.770	 4.360
14.728	 4.394
14.686	 4.414
14.645	 4.428
14.603	 4.442
14.562	 4.453
14.521	 4.482
14.481	 4.494
14.441	 4.473
14.400	 4.446
14.361	 4.417
14.321	 4.337
14.281	 4.214
14.242	 4.056
14.203	 3.864
14.164	 3.650
14.126	 3.451
14.087	 3.250
14.049	 3.007
14.011	 2.785
13.973	 2.551
13.936	 2.242
13.899	 1.910
13.861	 1.575
13.824	 1.257
13.788	 0.976
13.751	 0.746
13.715	 0.574
13.679	 0.492
13.643	 0.601
13.607	 0.946
13.571	 1.463
13.536	 2.062
13.500	 2.638
13.465	 3.160
13.430	 3.648
13.396	 4.091
13.361	 4.479
13.327	 4.843
13.293	 5.195
13.259	 5.542
13.225	 5.839
13.191	 6.096
13.158	 6.322
13.124	 6.516
13.091	 6.683
13.058	 6.861
13.026	 7.004
12.993	 7.133
12.960	 7.249
12.928	 7.345
12.896	 7.402
12.864	 7.457
12.832	 7.498
12.800	 7.513
12.769	 7.543
12.737	 7.596
12.706	 7.635
12.675	 7.667
12.644	 7.720
12.614	 7.764
12.583	 7.775
12.552	 7.802
12.522	 7.859
12.492	 7.872
12.462	 7.864
12.432	 7.884
12.402	 7.896
12.373	 7.886
12.343	 7.882
12.314	 7.890
12.285	 7.864
12.256	 7.847
12.227	 7.851
12.198	 7.834
12.169	 7.795
12.141	 7.778
12.113	 7.757
12.084	 7.709
12.056	 7.651
12.028	 7.600
12.000	 7.511
